,nums,sins
0,-10.0,0.5440211108893698
1,-9.9,0.45753589377532133
2,-9.8,0.3664791292519284
3,-9.700000000000001,0.2717606264109442
4,-9.600000000000001,0.1743267812229814
5,-9.500000000000002,0.07515112046181108
6,-9.400000000000002,-0.02477542545335599
7,-9.300000000000002,-0.12445442350705994
8,-9.200000000000003,-0.2228899141002442
9,-9.100000000000003,-0.31909836234934874
10,-9.000000000000004,-0.4121184852417533
11,-8.900000000000004,-0.5010208564578816
12,-8.800000000000004,-0.5849171928917588
13,-8.700000000000005,-0.6629692300821793
14,-8.600000000000005,-0.7343970978741098
15,-8.500000000000005,-0.798487112623487
16,-8.400000000000006,-0.8545989080882778
17,-8.300000000000006,-0.9021718337562911
18,-8.200000000000006,-0.9407305566797707
19,-8.100000000000007,-0.9698898108450846
20,-8.000000000000007,-0.9893582466233808
21,-7.9000000000000075,-0.9989413418397717
22,-7.800000000000008,-0.9985433453746054
23,-7.700000000000008,-0.9881682338770016
24,-7.6000000000000085,-0.9679196720314885
25,-7.500000000000009,-0.9379999767747419
26,-7.400000000000009,-0.8987080958116308
27,-7.30000000000001,-0.8504366206285696
28,-7.20000000000001,-0.7936678638491591
29,-7.10000000000001,-0.7289690401258833
30,-7.000000000000011,-0.6569865987187972
31,-6.900000000000011,-0.5784397643882089
32,-6.800000000000011,-0.4941133511386182
33,-6.700000000000012,-0.4048499206166089
34,-6.600000000000012,-0.3115413635133897
35,-6.500000000000012,-0.21511998808782767
36,-6.400000000000013,-0.11654920485050599
37,-6.300000000000013,-0.016813900484363032
38,-6.2000000000000135,0.08308940281748313
39,-6.100000000000014,0.18216250427208192
40,-6.000000000000014,0.2794154981989122
41,-5.900000000000015,0.37387666483022286
42,-5.800000000000015,0.464602179413744
43,-5.700000000000015,0.550685542597625
44,-5.600000000000016,0.6312666378723092
45,-5.500000000000016,0.7055403255703806
46,-5.400000000000016,0.7727644875559769
47,-5.300000000000017,0.8322674422238919
48,-5.200000000000017,0.8834546557201453
49,-5.100000000000017,0.9258146823277257
50,-5.000000000000018,0.9589242746631335
51,-4.900000000000018,0.9824526126243291
52,-4.8000000000000185,0.996164608835839
53,-4.700000000000019,0.9999232575641012
54,-4.600000000000019,0.9936910036334666
55,-4.5000000000000195,0.9775301176651012
56,-4.40000000000002,0.9516020738895221
57,-4.30000000000002,0.9161659367494631
58,-4.200000000000021,0.8715757724135982
59,-4.100000000000021,0.8182771110644226
60,-4.000000000000021,0.7568024953079422
61,-3.9000000000000217,0.6877661591839895
62,-3.800000000000022,0.6118578909427365
63,-3.7000000000000224,0.5298361409085122
64,-3.6000000000000227,0.4425204432948728
65,-3.500000000000023,0.3507832276896415
66,-3.4000000000000234,0.255541102026854
67,-3.300000000000024,0.1577456941432719
68,-3.200000000000024,0.058374143427604025
69,-3.1000000000000245,-0.04158066243326609
70,-3.000000000000025,-0.1411200080598426
71,-2.9000000000000252,-0.23924932921395783
72,-2.8000000000000256,-0.3349881501558808
73,-2.700000000000026,-0.42737988023380646
74,-2.6000000000000263,-0.5155013718214417
75,-2.5000000000000266,-0.5984721441039351
76,-2.400000000000027,-0.675463180551131
77,-2.3000000000000274,-0.7457052121767019
78,-2.2000000000000277,-0.8084964038195739
79,-2.100000000000028,-0.8632093666488596
80,-2.0000000000000284,-0.9092974268256698
81,-1.9000000000000288,-0.9463000876874051
82,-1.8000000000000291,-0.9738476308781886
83,-1.7000000000000295,-0.9916648104524648
84,-1.6000000000000298,-0.9995736030415043
85,-1.5000000000000302,-0.9974949866040566
86,-1.4000000000000306,-0.9854497299884654
87,-1.300000000000031,-0.9635581854172013
88,-1.2000000000000313,-0.9320390859672377
89,-1.1000000000000316,-0.8912073600614497
90,-1.000000000000032,-0.8414709848079138
91,-0.9000000000000323,-0.7833269096275035
92,-0.8000000000000327,-0.7173560908995456
93,-0.700000000000033,-0.6442176872377163
94,-0.6000000000000334,-0.5646424733950629
95,-0.5000000000000338,-0.4794255386042326
96,-0.4000000000000341,-0.3894183423086819
97,-0.30000000000003446,-0.2955202066613725
98,-0.20000000000003482,-0.19866933079509533
99,-0.10000000000003517,-0.09983341664686315
100,-3.552713678800501e-14,-3.552713678800501e-14
101,0.09999999999996412,0.09983341664679245
102,0.19999999999996376,0.1986693307950257
103,0.2999999999999634,0.29552020666130463
104,0.39999999999996305,0.38941834230861644
105,0.4999999999999627,0.47942553860417025
106,0.5999999999999623,0.5646424733950043
107,0.699999999999962,0.6442176872376619
108,0.7999999999999616,0.717356090899496
109,0.8999999999999613,0.7833269096274593
110,0.9999999999999609,0.8414709848078754
111,1.0999999999999606,0.8912073600614174
112,1.1999999999999602,0.932039085967212
113,1.2999999999999599,0.9635581854171822
114,1.3999999999999595,0.9854497299884533
115,1.4999999999999591,0.9974949866040516
116,1.5999999999999588,0.9995736030415063
117,1.6999999999999584,0.991664810452474
118,1.799999999999958,0.9738476308782047
119,1.8999999999999577,0.9463000876874281
120,1.9999999999999574,0.9092974268256995
121,2.099999999999957,0.8632093666488955
122,2.1999999999999567,0.8084964038196157
123,2.2999999999999563,0.7457052121767492
124,2.399999999999956,0.6754631805511834
125,2.4999999999999556,0.5984721441039921
126,2.5999999999999552,0.5155013718215026
127,2.699999999999955,0.42737988023387075
128,2.7999999999999545,0.33498815015594774
129,2.899999999999954,0.23924932921402683
130,2.999999999999954,0.14112000805991295
131,3.0999999999999535,0.04158066243333708
132,3.199999999999953,-0.058374143427533096
133,3.2999999999999527,-0.15774569414320172
134,3.3999999999999524,-0.2555411020267853
135,3.499999999999952,-0.35078322768957493
136,3.5999999999999517,-0.44252044329480905
137,3.6999999999999513,-0.5298361409084519
138,3.799999999999951,-0.6118578909426803
139,3.8999999999999506,-0.6877661591839379
140,3.9999999999999503,-0.7568024953078958
141,4.09999999999995,-0.8182771110643817
142,4.1999999999999496,-0.8715757724135633
143,4.299999999999949,-0.9161659367494346
144,4.399999999999949,-0.9516020738895002
145,4.4999999999999485,-0.9775301176650862
146,4.599999999999948,-0.9936910036334586
147,4.699999999999948,-0.9999232575641003
148,4.799999999999947,-0.9961646088358452
149,4.899999999999947,-0.9824526126243424
150,4.999999999999947,-0.9589242746631536
151,5.099999999999946,-0.9258146823277525
152,5.199999999999946,-0.8834546557201786
153,5.299999999999946,-0.8322674422239313
154,5.399999999999945,-0.7727644875560221
155,5.499999999999945,-0.7055403255704309
156,5.599999999999945,-0.6312666378723643
157,5.699999999999944,-0.5506855425976843
158,5.799999999999944,-0.46460217941380694
159,5.8999999999999435,-0.37387666483028875
160,5.999999999999943,-0.2794154981989804
161,6.099999999999945,-0.18216250427215003
162,6.1999999999999424,-0.08308940281755393
163,6.29999999999994,0.016813900484290212
164,6.399999999999942,0.11654920485043542
165,6.499999999999943,0.21511998808776
166,6.599999999999941,0.3115413635133221
167,6.699999999999939,0.4048499206165423
168,6.79999999999994,0.4941133511385564
169,6.899999999999942,0.5784397643881524
170,6.99999999999994,0.6569865987187435
171,7.0999999999999375,0.7289690401258334
172,7.199999999999939,0.7936678638491159
173,7.29999999999994,0.8504366206285331
174,7.399999999999938,0.8987080958115996
175,7.499999999999936,0.9379999767747167
176,7.5999999999999375,0.9679196720314707
177,7.699999999999939,0.988168233876991
178,7.799999999999937,0.9985433453746015
179,7.899999999999935,0.998941341839775
180,7.999999999999936,0.9893582466233911
181,8.099999999999937,0.9698898108451015
182,8.199999999999935,0.9407305566797949
183,8.299999999999933,0.9021718337563225
184,8.399999999999935,0.8545989080883146
185,8.499999999999936,0.7984871126235288
186,8.599999999999934,0.734397097874158
187,8.699999999999932,0.6629692300822339
188,8.799999999999933,0.5849171928918164
189,8.899999999999935,0.5010208564579416
190,8.999999999999932,0.41211848524181804
191,9.09999999999993,0.31909836234941774
192,9.199999999999932,0.22288991410031345
193,9.299999999999933,0.12445442350712868
194,9.399999999999931,0.024775425453427022
195,9.499999999999929,-0.07515112046173845
196,9.59999999999993,-0.17432678122291143
197,9.699999999999932,-0.2717606264108775
198,9.79999999999993,-0.3664791292518623
199,9.899999999999928,-0.4575358937752566
